id,ville,quartier,prix,surface,chambres,salles_bain,etage,ascenseur,parking,terrasse,type,lat,lng
2025,Casablanca,Gauthier,864000,33,1,1,3,Yes,No,No,Studio,33.576282,-7.6064
2026,Dar Bouazza,Bouskoura,1878000,120,2,2,1,Yes,Yes,Yes,Appartement,33.471486,-7.756349
2027,Casablanca,Gauthier,1076000,51,1,1,2,Yes,Yes,Yes,Studio,33.578128,-7.608673
2028,Casablanca,Palmier,1555000,72,2,2,3,Yes,Yes,Yes,Appartement,33.580605,-7.598098
2029,Casablanca,Bourgogne,1856000,85,2,2,3,Yes,Yes,Yes,Appartement,33.579959,-7.606549
2030,Casablanca,Bourgogne,725000,81,2,2,5,Yes,Yes,Yes,Appartement,33.571166,-7.600754
2031,Marrakech,Guéliz,862000,36,1,1,5,Yes,Yes,No,Studio,31.624294,-7.980234
2032,Casablanca,Palmier,934000,34,1,1,2,Yes,No,No,Studio,33.578527,-7.603196
2033,Casablanca,CIL,1406000,54,1,1,1,Yes,No,No,Studio,33.589494,-7.617003
2034,Marrakech,Targa,1129000,43,1,1,3,Yes,Yes,No,Studio,31.632965,-7.983792
2035,Tanger,Iberia,988000,62,2,1,5,Yes,No,No,Appartement,35.759775,-5.831204
2036,Casablanca,Ain Sebaâ,1404000,62,1,1,1,Yes,No,Yes,Studio,33.549632,-7.558034
2037,Casablanca,Bourgogne,969000,103,2,1,5,Yes,No,Yes,Appartement,33.585334,-7.595381
2038,Casablanca,Maarif,2522000,140,3,2,3,Yes,Yes,Yes,Appartement,33.585052,-7.606117
2039,Casablanca,Bourgogne,2108000,139,2,1,3,Yes,No,No,Appartement,33.581134,-7.605145
2040,Meknès,Hamria,1370000,175,3,2,2,Yes,No,No,Appartement,33.890627,-5.547641
2041,Casablanca,Gauthier,3734000,330,4,3,3,Yes,Yes,Yes,Appartement,33.582734,-7.603575
2042,Casablanca,Hay Hassani,1591000,122,3,2,4,Yes,No,No,Appartement,33.545837,-7.596048
2043,Casablanca,Bourgogne,1092000,100,2,1,3,Yes,No,No,Appartement,33.57761,-7.600225
2044,Casablanca,Hay Hassani,1278000,44,1,1,4,Yes,No,Yes,Studio,33.544906,-7.599751
2045,Casablanca,Sidi Maarouf,928000,32,1,1,3,Yes,No,No,Studio,33.547367,-7.609132
2046,Casablanca,Sidi Maarouf,937000,31,1,1,3,Yes,No,No,Studio,33.542944,-7.608218
2047,Dar Bouazza,Val Fleuri,1864000,129,2,2,1,Yes,Yes,Yes,Appartement,33.480521,-7.763639
2048,Casablanca,Bourgogne,1258000,58,1,1,2,Yes,Yes,Yes,Studio,33.576069,-7.601856
2049,Casablanca,Palmier,1690000,73,2,2,3,Yes,Yes,Yes,Appartement,33.585937,-7.596283
2050,Casablanca,Bourgogne,1932000,81,2,2,3,Yes,Yes,Yes,Appartement,33.58138,-7.59981
2051,Casablanca,Ain Sebaâ,686000,87,2,2,5,Yes,Yes,Yes,Appartement,33.54989,-7.555931
2052,Marrakech,Guéliz,856000,39,1,1,5,Yes,Yes,No,Studio,31.626487,-7.975914
2053,Casablanca,Sidi Maarouf,976000,35,1,1,2,Yes,No,No,Studio,33.543099,-7.603185
2054,Casablanca,Sidi Maarouf,1339000,49,1,1,1,Yes,No,No,Studio,33.543996,-7.617478
2055,Marrakech,Guéliz,1030000,42,1,1,3,Yes,Yes,No,Studio,31.631484,-7.97603
2056,Tanger,Centre-ville,906000,59,2,1,5,Yes,No,No,Appartement,35.764591,-5.828011
2057,Casablanca,Sidi Maarouf,1461000,61,1,1,1,Yes,No,Yes,Studio,33.542044,-7.614694
2058,Casablanca,Maarif,943000,100,2,1,5,Yes,No,Yes,Appartement,33.584621,-7.600958
2059,Casablanca,Anfa,2712000,140,3,2,3,Yes,Yes,Yes,Appartement,33.597366,-7.616183
2060,Casablanca,CIL,2167000,119,2,1,3,Yes,No,No,Appartement,33.600757,-7.614992
2061,Meknès,Marjane,1445000,162,3,2,2,Yes,No,No,Appartement,33.896439,-5.553361
2062,Casablanca,Hay Hassani,3738000,311,4,3,3,Yes,Yes,Yes,Appartement,33.553912,-7.599365
2063,Casablanca,Anfa,1634000,133,3,2,4,Yes,No,No,Appartement,33.607918,-7.620463
2064,Casablanca,Ain Sebaâ,1131000,113,2,1,3,Yes,No,No,Appartement,33.555007,-7.561951
2065,Casablanca,Maarif,1267000,46,1,1,4,Yes,No,Yes,Studio,33.584642,-7.610507
2066,Casablanca,Palmier,894000,35,1,1,3,Yes,No,No,Studio,33.583643,-7.592508
2067,Casablanca,Ain Sebaâ,834000,31,1,1,3,Yes,No,No,Studio,33.548845,-7.56126
2068,Dar Bouazza,Bouskoura,1723000,138,2,2,1,Yes,Yes,Yes,Appartement,33.479237,-7.765056
2069,Casablanca,Hay Hassani,1093000,57,1,1,2,Yes,Yes,Yes,Studio,33.554736,-7.595826
2070,Casablanca,Hay Hassani,1720000,72,2,2,3,Yes,Yes,Yes,Appartement,33.539496,-7.595671
2071,Casablanca,Sidi Maarouf,1767000,78,2,2,3,Yes,Yes,Yes,Appartement,33.539363,-7.607675
2072,Casablanca,Bourgogne,709000,89,2,2,5,Yes,Yes,Yes,Appartement,33.581696,-7.602589
2073,Marrakech,M'Hamid,927000,34,1,1,5,Yes,Yes,No,Studio,31.634728,-7.974864
2074,Casablanca,Bourgogne,942000,36,1,1,2,Yes,No,No,Studio,33.578861,-7.59565
2075,Casablanca,Maarif,1415000,50,1,1,1,Yes,No,No,Studio,33.579234,-7.607793
2076,Marrakech,Guéliz,1001000,45,1,1,3,Yes,Yes,No,Studio,31.627752,-7.978837
2077,Tanger,Centre-ville,973000,67,2,1,5,Yes,No,No,Appartement,35.753529,-5.830992
2078,Casablanca,Palmier,1452000,59,1,1,1,Yes,No,Yes,Studio,33.583594,-7.603906
2079,Casablanca,Maarif,1009000,99,2,1,5,Yes,No,Yes,Appartement,33.583468,-7.602737
2080,Casablanca,Ain Sebaâ,2774000,158,3,2,3,Yes,Yes,Yes,Appartement,33.552167,-7.560222
2081,Casablanca,CIL,2206000,118,2,1,3,Yes,No,No,Appartement,33.598159,-7.606361
2082,Meknès,Ismailia,1575000,148,3,2,2,Yes,No,No,Appartement,33.898681,-5.547487
2083,Casablanca,Maarif,3673000,336,4,3,3,Yes,Yes,Yes,Appartement,33.587791,-7.616236
2084,Casablanca,CIL,1641000,129,3,2,4,Yes,No,No,Appartement,33.587539,-7.616583
2085,Casablanca,Hay Hassani,1166000,114,2,1,3,Yes,No,No,Appartement,33.540938,-7.593186
2086,Casablanca,Ain Sebaâ,1241000,48,1,1,4,Yes,No,Yes,Studio,33.556741,-7.558259
2087,Casablanca,Bourgogne,948000,33,1,1,3,Yes,No,No,Studio,33.577573,-7.601236
2088,Casablanca,Maarif,817000,32,1,1,3,Yes,No,No,Studio,33.590648,-7.609153
2089,Dar Bouazza,Dar Bouazza Centre,1835000,134,2,2,1,Yes,Yes,Yes,Appartement,33.476974,-7.75939
2090,Casablanca,Bourgogne,1120000,52,1,1,2,Yes,Yes,Yes,Studio,33.579963,-7.604028
2091,Casablanca,Anfa,1560000,73,2,2,3,Yes,Yes,Yes,Appartement,33.600614,-7.624624
2092,Casablanca,Gauthier,1840000,76,2,2,3,Yes,Yes,Yes,Appartement,33.580727,-7.604353
2093,Casablanca,Bourgogne,701000,76,2,2,5,Yes,Yes,Yes,Appartement,33.584453,-7.603888
2094,Marrakech,Targa,944000,33,1,1,5,Yes,Yes,No,Studio,31.630408,-7.977909
2095,Casablanca,Palmier,983000,30,1,1,2,Yes,No,No,Studio,33.578747,-7.598473
2096,Casablanca,Palmier,1271000,50,1,1,1,Yes,No,No,Studio,33.582696,-7.597362
2097,Marrakech,Targa,1095000,44,1,1,3,Yes,Yes,No,Studio,31.62543,-7.973327
2098,Tanger,Centre-ville,947000,71,2,1,5,Yes,No,No,Appartement,35.750134,-5.82636
2099,Casablanca,Palmier,1430000,63,1,1,1,Yes,No,Yes,Studio,33.585967,-7.59478
2100,Casablanca,Hay Hassani,1065000,91,2,1,5,Yes,No,Yes,Appartement,33.547929,-7.603767
2101,Casablanca,Bourgogne,2801000,164,3,2,3,Yes,Yes,Yes,Appartement,33.583336,-7.603349
2102,Casablanca,Sidi Maarouf,2315000,139,2,1,3,Yes,No,No,Appartement,33.545465,-7.612304
2103,Meknès,Hamria,1405000,175,3,2,2,Yes,No,No,Appartement,33.895947,-5.552684
2104,Casablanca,Gauthier,4174000,316,4,3,3,Yes,Yes,Yes,Appartement,33.580938,-7.600403
2105,Casablanca,Ain Sebaâ,1496000,114,3,2,4,Yes,No,No,Appartement,33.552103,-7.557297
2106,Casablanca,Hay Hassani,1225000,102,2,1,3,Yes,No,No,Appartement,33.547181,-7.604137
2107,Casablanca,Bourgogne,1433000,42,1,1,4,Yes,No,Yes,Studio,33.584773,-7.590072
2108,Casablanca,Ain Sebaâ,951000,31,1,1,3,Yes,No,No,Studio,33.546067,-7.557304
2109,Casablanca,Maarif,895000,31,1,1,3,Yes,No,No,Studio,33.582718,-7.609644
2110,Dar Bouazza,Val Fleuri,1657000,136,2,2,1,Yes,Yes,Yes,Appartement,33.475331,-7.757134
2111,Casablanca,Gauthier,1148000,48,1,1,2,Yes,Yes,Yes,Studio,33.573649,-7.604547
2112,Casablanca,Bourgogne,1641000,76,2,2,3,Yes,Yes,Yes,Appartement,33.582796,-7.601375
2113,Casablanca,Sidi Maarouf,1689000,81,2,2,3,Yes,Yes,Yes,Appartement,33.537663,-7.616929
2114,Casablanca,Ain Sebaâ,675000,85,2,2,5,Yes,Yes,Yes,Appartement,33.548705,-7.553486
2115,Marrakech,Palmeraie,890000,39,1,1,5,Yes,Yes,No,Studio,31.630548,-7.984944
2116,Casablanca,CIL,947000,34,1,1,2,Yes,No,No,Studio,33.594568,-7.621775
2117,Casablanca,CIL,1416000,54,1,1,1,Yes,No,No,Studio,33.588933,-7.61352
2118,Marrakech,Palmeraie,1026000,46,1,1,3,Yes,Yes,No,Studio,31.626357,-7.983968
2119,Tanger,Iberia,925000,62,2,1,5,Yes,No,No,Appartement,35.755106,-5.83011
2120,Casablanca,Anfa,1409000,59,1,1,1,Yes,No,Yes,Studio,33.59753,-7.6215
2121,Casablanca,CIL,1077000,105,2,1,5,Yes,No,Yes,Appartement,33.590721,-7.615934
2122,Casablanca,Anfa,2521000,147,3,2,3,Yes,Yes,Yes,Appartement,33.599865,-7.621345
2123,Casablanca,Ain Sebaâ,2121000,140,2,1,3,Yes,No,No,Appartement,33.556776,-7.563143
2124,Meknès,Ismailia,1569000,155,3,2,2,Yes,No,No,Appartement,33.892757,-5.548588
2125,Casablanca,Hay Hassani,4158000,324,4,3,3,Yes,Yes,Yes,Appartement,33.546833,-7.608332
2126,Casablanca,Gauthier,1666000,111,3,2,4,Yes,No,No,Appartement,33.581559,-7.607034
2127,Casablanca,Sidi Maarouf,1149000,100,2,1,3,Yes,No,No,Appartement,33.543251,-7.611828
2128,Casablanca,Maarif,1281000,46,1,1,4,Yes,No,Yes,Studio,33.580544,-7.60287
2129,Casablanca,Bourgogne,992000,35,1,1,3,Yes,No,No,Studio,33.574147,-7.601992
2130,Casablanca,CIL,846000,33,1,1,3,Yes,No,No,Studio,33.589072,-7.613515
2131,Dar Bouazza,Dar Bouazza Centre,1785000,122,2,2,1,Yes,Yes,Yes,Appartement,33.47812,-7.760534
2132,Casablanca,Hay Hassani,1101000,54,1,1,2,Yes,Yes,Yes,Studio,33.553729,-7.598846
2133,Casablanca,Bourgogne,1702000,75,2,2,3,Yes,Yes,Yes,Appartement,33.579094,-7.605776
2134,Casablanca,Gauthier,1910000,81,2,2,3,Yes,Yes,Yes,Appartement,33.575858,-7.601441
2135,Casablanca,Bourgogne,646000,87,2,2,5,Yes,Yes,Yes,Appartement,33.58148,-7.600757
2136,Marrakech,Palmeraie,894000,33,1,1,5,Yes,Yes,No,Studio,31.629476,-7.974814
2137,Casablanca,Maarif,982000,33,1,1,2,Yes,No,No,Studio,33.588999,-7.603294
2138,Casablanca,Bourgogne,1287000,54,1,1,1,Yes,No,No,Studio,33.576762,-7.600809
2139,Marrakech,M'Hamid,1020000,44,1,1,3,Yes,Yes,No,Studio,31.634582,-7.978199
2140,Tanger,Centre-ville,912000,68,2,1,5,Yes,No,No,Appartement,35.758526,-5.83818
2141,Casablanca,Maarif,1387000,61,1,1,1,Yes,No,Yes,Studio,33.581918,-7.607209
2142,Casablanca,Anfa,931000,104,2,1,5,Yes,No,Yes,Appartement,33.602137,-7.613316
2143,Casablanca,Hay Hassani,2464000,139,3,2,3,Yes,Yes,Yes,Appartement,33.546145,-7.601356
2144,Casablanca,Bourgogne,2293000,120,2,1,3,Yes,No,No,Appartement,33.585777,-7.597173
2145,Meknès,Ismailia,1574000,173,3,2,2,Yes,No,No,Appartement,33.896426,-5.542099
2146,Casablanca,CIL,4017000,337,4,3,3,Yes,Yes,Yes,Appartement,33.594288,-7.614575
2147,Casablanca,Palmier,1474000,122,3,2,4,Yes,No,No,Appartement,33.580768,-7.596888
2148,Casablanca,Bourgogne,1218000,102,2,1,3,Yes,No,No,Appartement,33.579226,-7.610041
2149,Casablanca,Anfa,1420000,50,1,1,4,Yes,No,Yes,Studio,33.593868,-7.620671
2150,Casablanca,Bourgogne,897000,34,1,1,3,Yes,No,No,Studio,33.586524,-7.600122
2151,Casablanca,Gauthier,811000,35,1,1,3,Yes,No,No,Studio,33.572265,-7.605644
2152,Dar Bouazza,Val Fleuri,1811000,127,2,2,1,Yes,Yes,Yes,Appartement,33.476802,-7.763273
2153,Casablanca,Sidi Maarouf,1081000,56,1,1,2,Yes,Yes,Yes,Studio,33.541513,-7.613833
2154,Casablanca,Sidi Maarouf,1530000,65,2,2,3,Yes,Yes,Yes,Appartement,33.542069,-7.610531
2155,Casablanca,Ain Sebaâ,1654000,72,2,2,3,Yes,Yes,Yes,Appartement,33.551173,-7.55793
2156,Casablanca,Hay Hassani,703000,76,2,2,5,Yes,Yes,Yes,Appartement,33.548117,-7.591047
2157,Marrakech,Hivernage,893000,39,1,1,5,Yes,Yes,No,Studio,31.629722,-7.980416
2158,Casablanca,Hay Hassani,980000,34,1,1,2,Yes,No,No,Studio,33.548775,-7.59968
2159,Casablanca,Gauthier,1263000,52,1,1,1,Yes,No,No,Studio,33.580689,-7.610255
2160,Marrakech,Targa,1084000,42,1,1,3,Yes,Yes,No,Studio,31.638815,-7.977195
2161,Tanger,California,953000,59,2,1,5,Yes,No,No,Appartement,35.765741,-5.829666
2162,Casablanca,Palmier,1558000,58,1,1,1,Yes,No,Yes,Studio,33.579802,-7.603306
2163,Casablanca,Sidi Maarouf,1042000,104,2,1,5,Yes,No,Yes,Appartement,33.547713,-7.608491
2164,Casablanca,Sidi Maarouf,2781000,157,3,2,3,Yes,Yes,Yes,Appartement,33.544515,-7.613035
2165,Casablanca,Anfa,2435000,121,2,1,3,Yes,No,No,Appartement,33.594185,-7.623804
2166,Meknès,Al Qods,1515000,167,3,2,2,Yes,No,No,Appartement,33.897174,-5.548908
2167,Casablanca,Hay Hassani,3962000,290,4,3,3,Yes,Yes,Yes,Appartement,33.545484,-7.598526
2168,Casablanca,Palmier,1529000,115,3,2,4,Yes,No,No,Appartement,33.585882,-7.595618
2169,Casablanca,Gauthier,1202000,115,2,1,3,Yes,No,No,Appartement,33.583902,-7.604252
2170,Casablanca,Anfa,1316000,46,1,1,4,Yes,No,Yes,Studio,33.600859,-7.619592
2171,Casablanca,Anfa,937000,38,1,1,3,Yes,No,No,Studio,33.599194,-7.614044
2172,Casablanca,Maarif,941000,29,1,1,3,Yes,No,No,Studio,33.584105,-7.602295
2173,Dar Bouazza,Val Fleuri,1720000,118,2,2,1,Yes,Yes,Yes,Appartement,33.485812,-7.75943
2174,Casablanca,Palmier,1115000,58,1,1,2,Yes,Yes,Yes,Studio,33.577306,-7.594179
2175,Casablanca,Sidi Maarouf,1653000,68,2,2,3,Yes,Yes,Yes,Appartement,33.530897,-7.609767
2176,Casablanca,Palmier,1755000,70,2,2,3,Yes,Yes,Yes,Appartement,33.581448,-7.604685
2177,Casablanca,Ain Sebaâ,715000,89,2,2,5,Yes,Yes,Yes,Appartement,33.557684,-7.562237
2178,Marrakech,Hivernage,840000,36,1,1,5,Yes,Yes,No,Studio,31.629478,-7.979315
2179,Casablanca,Gauthier,928000,32,1,1,2,Yes,No,No,Studio,33.575557,-7.599758
2180,Casablanca,Palmier,1335000,49,1,1,1,Yes,No,No,Studio,33.576146,-7.59194
2181,Marrakech,Targa,978000,39,1,1,3,Yes,Yes,No,Studio,31.629786,-7.983217
2182,Tanger,Malabata,963000,60,2,1,5,Yes,No,No,Appartement,35.762563,-5.827957
2183,Casablanca,Sidi Maarouf,1393000,60,1,1,1,Yes,No,Yes,Studio,33.538878,-7.620015
2184,Casablanca,Hay Hassani,936000,105,2,1,5,Yes,No,Yes,Appartement,33.54735,-7.601094
2185,Casablanca,Anfa,2611000,156,3,2,3,Yes,Yes,Yes,Appartement,33.606867,-7.618824
2186,Casablanca,Palmier,2227000,129,2,1,3,Yes,No,No,Appartement,33.57856,-7.59629
2187,Meknès,Ville Nouvelle,1460000,164,3,2,2,Yes,No,No,Appartement,33.893257,-5.552027
2188,Casablanca,Maarif,3639000,306,4,3,3,Yes,Yes,Yes,Appartement,33.584916,-7.608428
2189,Casablanca,Hay Hassani,1667000,122,3,2,4,Yes,No,No,Appartement,33.554788,-7.598903
2190,Casablanca,Ain Sebaâ,1178000,115,2,1,3,Yes,No,No,Appartement,33.55519,-7.557735
2191,Casablanca,Palmier,1324000,49,1,1,4,Yes,No,Yes,Studio,33.580408,-7.596502
2192,Casablanca,CIL,978000,34,1,1,3,Yes,No,No,Studio,33.593011,-7.613759
2193,Casablanca,Hay Hassani,874000,31,1,1,3,Yes,No,No,Studio,33.545413,-7.599778
2194,Dar Bouazza,Val Fleuri,1702000,127,2,2,1,Yes,Yes,Yes,Appartement,33.473727,-7.757665
2195,Casablanca,Maarif,1227000,56,1,1,2,Yes,Yes,Yes,Studio,33.585582,-7.601388
2196,Casablanca,Palmier,1639000,64,2,2,3,Yes,Yes,Yes,Appartement,33.587421,-7.598111
2197,Casablanca,Hay Hassani,1938000,82,2,2,3,Yes,Yes,Yes,Appartement,33.549641,-7.601296
2198,Casablanca,Bourgogne,672000,80,2,2,5,Yes,Yes,Yes,Appartement,33.578204,-7.59539
2199,Marrakech,Guéliz,954000,35,1,1,5,Yes,Yes,No,Studio,31.636368,-7.979355
2200,Casablanca,CIL,989000,34,1,1,2,Yes,No,No,Studio,33.584801,-7.611069
2201,Casablanca,Bourgogne,1349000,49,1,1,1,Yes,No,No,Studio,33.58111,-7.604685
2202,Marrakech,Guéliz,1054000,44,1,1,3,Yes,Yes,No,Studio,31.629106,-7.984743
2203,Tanger,Centre-ville,959000,70,2,1,5,Yes,No,No,Appartement,35.759866,-5.832717
2204,Casablanca,Anfa,1533000,61,1,1,1,Yes,No,Yes,Studio,33.608478,-7.625704
2205,Casablanca,Maarif,1033000,98,2,1,5,Yes,No,Yes,Appartement,33.587062,-7.613655
2206,Casablanca,CIL,2698000,146,3,2,3,Yes,Yes,Yes,Appartement,33.592499,-7.6068
2207,Casablanca,Gauthier,2423000,129,2,1,3,Yes,No,No,Appartement,33.575576,-7.605143
2208,Meknès,Hamria,1485000,178,3,2,2,Yes,No,No,Appartement,33.892498,-5.548364
2209,Casablanca,Palmier,4161000,317,4,3,3,Yes,Yes,Yes,Appartement,33.573199,-7.59728
2210,Casablanca,Maarif,1486000,134,3,2,4,Yes,No,No,Appartement,33.596872,-7.603802
2211,Casablanca,Anfa,1144000,115,2,1,3,Yes,No,No,Appartement,33.600018,-7.620584
2212,Casablanca,Hay Hassani,1333000,48,1,1,4,Yes,No,Yes,Studio,33.550429,-7.595322
2213,Casablanca,Maarif,964000,33,1,1,3,Yes,No,No,Studio,33.585858,-7.610396
2214,Casablanca,Bourgogne,871000,31,1,1,3,Yes,No,No,Studio,33.576888,-7.601997
2215,Dar Bouazza,Bouskoura,1741000,128,2,2,1,Yes,Yes,Yes,Appartement,33.475456,-7.761208
2216,Casablanca,Ain Sebaâ,1156000,52,1,1,2,Yes,Yes,Yes,Studio,33.55446,-7.555825
2217,Casablanca,Ain Sebaâ,1510000,74,2,2,3,Yes,Yes,Yes,Appartement,33.550425,-7.561898
2218,Casablanca,CIL,1712000,72,2,2,3,Yes,Yes,Yes,Appartement,33.581803,-7.619642
2219,Casablanca,Gauthier,637000,88,2,2,5,Yes,Yes,Yes,Appartement,33.580495,-7.597201
2220,Marrakech,Targa,943000,36,1,1,5,Yes,Yes,No,Studio,31.619744,-7.97994
2221,Casablanca,Hay Hassani,950000,34,1,1,2,Yes,No,No,Studio,33.545624,-7.596791
2222,Casablanca,CIL,1248000,50,1,1,1,Yes,No,No,Studio,33.586978,-7.614033
2223,Marrakech,Targa,979000,40,1,1,3,Yes,Yes,No,Studio,31.626204,-7.983805
2224,Tanger,Malabata,908000,61,2,1,5,Yes,No,No,Appartement,35.765029,-5.825767
2225,Casablanca,Palmier,1451000,55,1,1,1,Yes,No,Yes,Studio,33.576366,-7.597035
2226,Casablanca,Ain Sebaâ,963000,92,2,1,5,Yes,No,Yes,Appartement,33.551603,-7.559065
2227,Casablanca,Gauthier,2743000,158,3,2,3,Yes,Yes,Yes,Appartement,33.580913,-7.606674
2228,Casablanca,Anfa,2195000,126,2,1,3,Yes,No,No,Appartement,33.593163,-7.620975
2229,Meknès,Ismailia,1461000,168,3,2,2,Yes,No,No,Appartement,33.895262,-5.543805
2230,Casablanca,Palmier,4046000,295,4,3,3,Yes,Yes,Yes,Appartement,33.581978,-7.594735
2231,Casablanca,CIL,1585000,116,3,2,4,Yes,No,No,Appartement,33.586865,-7.616543
2232,Casablanca,Palmier,1189000,105,2,1,3,Yes,No,No,Appartement,33.579935,-7.59231
2233,Casablanca,Ain Sebaâ,1320000,42,1,1,4,Yes,No,Yes,Studio,33.556079,-7.551407
2234,Casablanca,Sidi Maarouf,876000,31,1,1,3,Yes,No,No,Studio,33.551053,-7.609591
2235,Casablanca,Maarif,950000,31,1,1,3,Yes,No,No,Studio,33.584623,-7.611644
2236,Dar Bouazza,Dar Bouazza Centre,1845000,124,2,2,1,Yes,Yes,Yes,Appartement,33.474376,-7.759359
2237,Casablanca,Bourgogne,1099000,50,1,1,2,Yes,Yes,Yes,Studio,33.575905,-7.597752
2238,Casablanca,Hay Hassani,1483000,69,2,2,3,Yes,Yes,Yes,Appartement,33.54554,-7.597515
2239,Casablanca,Palmier,1799000,77,2,2,3,Yes,Yes,Yes,Appartement,33.584633,-7.59792
2240,Casablanca,CIL,677000,81,2,2,5,Yes,Yes,Yes,Appartement,33.600482,-7.623072
2241,Marrakech,Palmeraie,865000,38,1,1,5,Yes,Yes,No,Studio,31.636082,-7.974561
2242,Casablanca,CIL,1020000,31,1,1,2,Yes,No,No,Studio,33.594651,-7.609016
2243,Casablanca,Sidi Maarouf,1270000,51,1,1,1,Yes,No,No,Studio,33.549723,-7.61163
2244,Marrakech,Hivernage,1029000,45,1,1,3,Yes,Yes,No,Studio,31.629537,-7.984803
2245,Tanger,California,937000,64,2,1,5,Yes,No,No,Appartement,35.758058,-5.839493
2246,Casablanca,Gauthier,1530000,63,1,1,1,Yes,No,Yes,Studio,33.577167,-7.603784
2247,Casablanca,Ain Sebaâ,981000,99,2,1,5,Yes,No,Yes,Appartement,33.549942,-7.557028
2248,Casablanca,Bourgogne,2599000,135,3,2,3,Yes,Yes,Yes,Appartement,33.581192,-7.597242
2249,Casablanca,Sidi Maarouf,2179000,117,2,1,3,Yes,No,No,Appartement,33.546436,-7.611594
2250,Meknès,Hamria,1492000,166,3,2,2,Yes,No,No,Appartement,33.893242,-5.548222
2251,Casablanca,Maarif,3737000,323,4,3,3,Yes,Yes,Yes,Appartement,33.583956,-7.609753
2252,Casablanca,CIL,1495000,121,3,2,4,Yes,No,No,Appartement,33.583521,-7.620712
2253,Casablanca,Maarif,1139000,108,2,1,3,Yes,No,No,Appartement,33.586913,-7.60539
2254,Casablanca,Sidi Maarouf,1363000,49,1,1,4,Yes,No,Yes,Studio,33.537904,-7.612587
2255,Casablanca,Sidi Maarouf,893000,37,1,1,3,Yes,No,No,Studio,33.544153,-7.608108
2256,Casablanca,Anfa,940000,31,1,1,3,Yes,No,No,Studio,33.603376,-7.616343
2257,Dar Bouazza,Dar Bouazza Centre,1875000,141,2,2,1,Yes,Yes,Yes,Appartement,33.473122,-7.757541
2258,Casablanca,Maarif,1151000,52,1,1,2,Yes,Yes,Yes,Studio,33.586716,-7.608065
2259,Casablanca,Hay Hassani,1720000,68,2,2,3,Yes,Yes,Yes,Appartement,33.554999,-7.604182
2260,Casablanca,Maarif,1767000,70,2,2,3,Yes,Yes,Yes,Appartement,33.58723,-7.604156
2261,Casablanca,Sidi Maarouf,655000,90,2,2,5,Yes,Yes,Yes,Appartement,33.541415,-7.614203
2262,Marrakech,Guéliz,863000,38,1,1,5,Yes,Yes,No,Studio,31.621334,-7.982829
2263,Casablanca,CIL,888000,31,1,1,2,Yes,No,No,Studio,33.58552,-7.618151
2264,Casablanca,Hay Hassani,1311000,46,1,1,1,Yes,No,No,Studio,33.548241,-7.608887
2265,Marrakech,Hivernage,1021000,40,1,1,3,Yes,Yes,No,Studio,31.630812,-7.982508
2266,Tanger,Centre-ville,869000,64,2,1,5,Yes,No,No,Appartement,35.753082,-5.83715
2267,Casablanca,Maarif,1450000,55,1,1,1,Yes,No,Yes,Studio,33.586344,-7.610712
2268,Casablanca,Ain Sebaâ,924000,93,2,1,5,Yes,No,Yes,Appartement,33.554771,-7.55337
2269,Casablanca,Palmier,2615000,140,3,2,3,Yes,Yes,Yes,Appartement,33.582957,-7.598231
2270,Casablanca,Bourgogne,2452000,130,2,1,3,Yes,No,No,Appartement,33.583383,-7.597745
2271,Meknès,Ismailia,1434000,178,3,2,2,Yes,No,No,Appartement,33.899158,-5.543357
2272,Casablanca,Gauthier,3636000,311,4,3,3,Yes,Yes,Yes,Appartement,33.574487,-7.602749
2273,Casablanca,Gauthier,1518000,120,3,2,4,Yes,No,No,Appartement,33.577087,-7.600675
2274,Casablanca,Sidi Maarouf,1201000,97,2,1,3,Yes,No,No,Appartement,33.544246,-7.607501
2275,Casablanca,Bourgogne,1367000,42,1,1,4,Yes,No,Yes,Studio,33.584168,-7.598349
2276,Casablanca,Ain Sebaâ,1006000,35,1,1,3,Yes,No,No,Studio,33.551167,-7.559832
2277,Casablanca,Palmier,934000,33,1,1,3,Yes,No,No,Studio,33.580577,-7.598932
2278,Dar Bouazza,Dar Bouazza Centre,1707000,140,2,2,1,Yes,Yes,Yes,Appartement,33.47982,-7.755354
2279,Casablanca,CIL,1144000,53,1,1,2,Yes,Yes,Yes,Studio,33.592049,-7.617233
2280,Casablanca,Bourgogne,1636000,72,2,2,3,Yes,Yes,Yes,Appartement,33.589158,-7.602667
2281,Casablanca,Bourgogne,1907000,83,2,2,3,Yes,Yes,Yes,Appartement,33.572867,-7.598584
2282,Casablanca,Maarif,635000,84,2,2,5,Yes,Yes,Yes,Appartement,33.589503,-7.604195
2283,Marrakech,Palmeraie,912000,37,1,1,5,Yes,Yes,No,Studio,31.630985,-7.980286
2284,Casablanca,Ain Sebaâ,1005000,36,1,1,2,Yes,No,No,Studio,33.554133,-7.558771
2285,Casablanca,CIL,1295000,50,1,1,1,Yes,No,No,Studio,33.593976,-7.614258
2286,Marrakech,Palmeraie,1039000,46,1,1,3,Yes,Yes,No,Studio,31.622766,-7.980472
2287,Tanger,California,878000,70,2,1,5,Yes,No,No,Appartement,35.762641,-5.833812
2288,Casablanca,Maarif,1480000,62,1,1,1,Yes,No,Yes,Studio,33.590786,-7.609444
